StateName,DistrictName,CropYear,Season,Crop,Area,Production
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Urad,408,236
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Wheat,362,333
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Arecanut,263,379
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Banana,19,1006
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Beans & Mutter(Vegetable),1,5
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Bhindi,126,938
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Brinjal,1026,10162
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Citrus Fruit,788,4000
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coconut ,869,3691149
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coriander,3914,481
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Cucumber,18,750
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Grapes,111,2075
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Mango,3968,26176
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Orange,13767,112541
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,other fibres,132,23
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Other Fresh Fruits,2418,1552
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Other Vegetables,1767,45
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Papaya,1544,201409
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Pome Fruit,1207,62789
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Potato,2,17
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sugarcane,329,22481
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sweet potato,50,540
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tobacco,51,90
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tomato,3356,16627
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Arhar/Tur,41178,6959
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Bajra,2280,378
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Castor seed,1927,805
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Cotton(lint),4212,4262
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Dry chillies,2920,10702
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Groundnut,670935,187862
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Horse-gram,492,54
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Jowar,12487,30830
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Korra,1245,229
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Maize,6246,10718
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Moong(Green Gram),1216,662
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Onion,846,13250
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Other Kharif pulses,340,15
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Ragi,3353,3547
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Rice,17515,44891
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Samai,245,83
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Small millets,1420,299
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Soyabean,16,18
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Sunflower,74525,29572
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Urad,82,51
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Bajra,113,19
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Dry chillies,91,190
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Gram,51461,15438
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Groundnut,15060,19819
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Horse-gram,1560,844
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Jowar,21391,19444
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Linseed,7,2
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Maize,1212,6787
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Moong(Green Gram),22,7
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Onion,535,11180
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Other  Rabi pulses,17,3
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Ragi,614,986
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Rice,10826,25463
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Safflower,307,11
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Small millets,70,13
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Wheat,414,123
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Arecanut,266,189
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Banana,36,1302
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Bhindi,101,873
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Brinjal,1129,19414
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Citrus Fruit,706,11959
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coconut ,839,3285828
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coriander,5646,610
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Cucumber,51,65
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Grapes,118,2048
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Mango,3935,58337
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Orange,13441,224640
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Fresh Fruits,3241,3586
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Vegetables,1783,564
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Papaya,1381,60038
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Pome Fruit,1466,83767
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sugarcane,454,32386
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sweet potato,30,217
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tobacco,20,25
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tomato,2827,17509
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Arhar/Tur,32752,7893
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Bajra,1021,403
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Castor seed,1578,923
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Cotton(lint),8933,7041
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Dry chillies,3402,11288
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Groundnut,857823,684543
